label,text
0,Lili lit her cigarette and looked in the mirror .
1,Hiroshima killed thousands of children . 
0,"She could versify , play the harp , ride horseback , and sing ."
0,The woman was found to be dead once taken into the ambulance .
0,"As just one example , beer might be seen as a soft drink in some countries -LRB- around the Mediterranean -RRB- and as an alcoholic drink in others ."
0,So when Tubby was shown into his office wearing the already infamous khaki and dark green uniform the shock almost bowled him over .
0,He was smoking a lethal smelling cigarette .
0,"As she turned into the lane leading to the village , she gradually slowed and came to a halt as she saw Leo descend from the local bus ."
0,She sat down and fanned the baby gently with a Japanese fan .
0,"Much of the beauty of a good machine is in its mechanical design , as well as in its fuel efficiency ."
0,"She went back to the corner and across to the nearby pub , where she sat sipping beer , munching a cheese sandwich , and waiting ."
0,"John was like a new father , handing out cigars and strutting around like chief turkey in the yard ."
0,I was paying attention to everything in the airplane .
0,"As a guest played Here Comes the Bride on his portable keyboard , the Rev Keith Haywood started the service ."
1,He drank coconut directly out of the shell and took in passionate dinner conversations about the upcoming presidential election .
0,It is true that a lot of divers drink a fair quantity of beer .
0,"Peter and Paul hope that by the time they are grown up , the doctors will know more about HC and how to stop it ."
1,Ambulances commonly work a mix of 14- hour and 10- hour shifts on a roster four days on and four days off .
0,"Whatever may seem the case to a man chasing a bus , running involves little work for most vertebrates ."
0,A NORTH-EAST woman has lodged a complaint after an ambulance took almost an hour to arrive at an accident .
0,"EVERY day of the year , blue Hong Kong police buses with barred windows climb to the border with the Peoples Republic ."
0,"One unit is equivalent to one pub measure or glass of wine , sherry , or whisky , or half a pint of beer or cider ."
0,"One group of sixteen came from Ballyvourney by bus , another smaller group came from Ballinspittle and there were more from the city ."
0,"'' I do n't believe it , '' said Sally to Alan ten minutes after midnight in the kitchen , amidst the empty bottles and the crumpled napkins ."
1,"The band tried some new things , including Matthews playing a twelve string . "
1,The ambulance spent a long time on him .
0,This information can often be important for assessing the client 's motivation : they may only be there to please their doctor .
0,The keyboards player spilt beer on his synthesizer .
0,Thus allowing the student to be certificated for a breadth of technique in string instruments .
1,Crews used one hose reel to damp down the mattress and the ambulance attended to treat the casualties .
1,Bickert learned basic guitar from his older brother . 
0,"A series of buildings have been erected , carefully landscaped amidst old pine trees , and they offer accommodation of a very high standard ."
0,"This case concerned the sale of 600 cartons of frozen kidneys out of a bulk of 1,500 cartons stored for the seller at a cold store ."
1,"Music lovers can tuck in to afternoon tea , whilst listening to delightful and rare concert harp ."
0,"The sepoy staggered off , clutching at the violin strings , out of the music-room and down the corridor with Fleury still on his back ."
0,Being a pacifist after the war Donald Soper was sitting on a beach in Cornwall when he heard the news of the bombing of Hiroshima .
1,I was brought to an empty school cafeteria to drink a carton before I was permitted to go back to class .
0,"Milk in returnable bottles is aesthetically pleasing , safer and a good deal more environmentally friendly than in cartons ."
0,In the end they got an ambulance and rushed us to hospital and they said it was a good job they did .
0,"Malcolm Harris , who would have been the most vigorous protester , was not present , but Peter Hickton , acting on the author 's behalf , remonstrated ."
0,I remember one time I was diving in Alaska and I just happened to stumble onto an old airplane which had crashed there in the 1930s .
0,It kept me sane : that and the beauty of that particular Italian spring .
1,"It appears that the sail , which has a capacity of 12 to 15 passengers , was hired to transfer about 65 migrants ."
0,"Experienced sailors enjoy the persistence of the winds , but most of the time they 'll be using 6m sails ."
0,"He was driving a Warrior armoured personnel carrier , one of two vehicles escorting a civilian ambulance taking casualties to the coastal resort of Split on January 13 ."
0,Jeanne and the baby were to follow as soon as a wet-nurse could be found near the capital .
0,One additional benefit of adjustable string tension is that it can allow tightening to compensate for natural string slackening .
0,Prof. Knappe and Mayer have also created a mural mosaic in the World Peace Church at Hiroshima .
0,"When I was out of the room , he told Margaret that he wanted to see me write weightier books than that ."
0,"She had no conventional beauty , her features were not exquisitely proportioned and her face was a bit chubby ."
1,"The hexrotors create music in ways never seen before , like playing a custom single string hooked up to an electric guitar amp ."
0,Beyer had met Potrykus on an airplane on the way to a Rockefeller conference on world hunger .
0,Dalgliesh remembered that he had always drunk beer  now he accepted whisky but said he could do with coffee first .
0,"I eventually had my baby , a little girl , but she was born with spina bifida ."
0,"Similar fates await buildings formerly owned by the secret police , which in many districts have been inherited by the local authorities ."
1,The future of clubbing is not about asking people to inhale your cigarette . 
0,I used to hang around until the ambulance came .
1,How big is your coffee ? 
1,This style is commonly played on acoustic strings . 
0,"The doctor came within the half-hour , and spent some time with Rebecca before deciding that an ambulance was needed to take her to the Marshes ."
0,'' We could get a bus or a taxi into Nice ... ''
0,Hilton was rooted in patristic and scholastic theology and the author of The Cloud of Unknowing has been profoundly influenced by the writings of Dionysius the Areopagite .
1,"After a couple of beers , we were ready for bed . "
0,The authors give an answer based on their own case material .
0,"Two of them are '' common '' sails , in which slats could be adjusted manually according to the speed and direction of the wind ."
1,Macbeth is such a bad guy until you read an Australian author called Jackie French .
0,"Since the beginning of this year , all kinds of packaging used in Germany , from industrial crates to yoghurt cartons , must be retrieved and recycled ."
0,"Our attitude to work 's changed , being out in Barbados changed us , '' PD , the Mondays ' amiable keyboard player , announces defiantly ."
0,I 'll give you half a tankard of beer and some bread . 
0,"She was too wound up , too much on edge , her nerves as taut as violin strings ."
0,"Similarly , the dropping of atomic bombs on Hiroshima and Nagasaki killed mostly civilians ."
0,The ambulance doors closed out the white face of my recently acquired 17-year-old husband .
1,How much for a beer ?
0,"This means the boats , equipment , operating methods , safety standards and staff are examined and approved annually by the highest UK National Authority ."
1,She was a stunning beauty .
0,Imagine we have a swinging pendulum -LRB- a piece of string with a weight on the end -RRB- -- see Fig .
0,"'' It tasted fine , '' James beams , '' better than the beer they serve in here . ''"
0,The destruction of the cities of Hiroshima and Nagasaki were grim manifestations of the power of the atom .
0,She took a sip of coffee from the thick earthenware mug .
1,"Adults drink coconut , mixed with vodka , as an aperitif . "
0,The famous sequence when the helicopters gather in the sky before the great attack has music with it -- very familiar music !
1,"Browse curious covers , revisit old favorites , and leaf through authors you 've been meaning to read for ages . "
0,"A rich Italian suffering severe post-natal depression had been brought in by ambulance , having tried to kill her six-week-old son , and then taken an overdose ."
0,"The wound strings vary in tension from make to make , according to the diameter of the inner core used for a particular string gauge ."
0,"She tells me the ambulance is on its way , then she fetches Ma downstairs and sits her by the Rayburn ."
1,"Egli arrived right on time in his flag tie , drinking a carton ."
0,A man bought three box of Dutch cigars .
0,I was really gobsmacked when I saw your picture of a catwalk model parading a hat with a toy airplane on it .
1,"We went past the police office and were saluted by half a dozen blue uniforms , who stood about the door ."
0,"The mill is of the type known as a tower mill , in which only the cap bearing the sails turns in the wind ."
0,"As she looked down , she saw Rourke helping Rebecca into the ambulance ."
1,In Search of Peace is Teresa Brown 's popular CD of her own peaceful violin . 
0,It is difficult to believe that the authors saw the implication of their findings for human medicine .
0,"She smoked cheap cigars , and the ash lay on her cardigans like catkins ."
0,He is also author of the best-selling book Do Dogs Need Shrinks ?
0,Their car collided with an ambulance in the Cowley area of Oxford yesterday .
1,She was treated by an ambulance but died at the scene .
0,"The girls used to tease me : '' Lynne , your baby 's crying ! ''"
1,Obviously ANY baby is a joyous event . 
0,"The ambulance headed to the scene -- and , sensing a story , I followed ."
1,A small demonstration against a 50- cent rise in buses blew up into the biggest street protests Brazil had seen in a generation .
0,"The author makes no attempt to form a comprehensive view of the spiritual life , as Walter Hilton would attempt in The Ladder of Perfection ."
0,"Rudakov leaned forward across his table , extracted a cigarette from a Marlboro carton , reached with his fingers for his lighter ."
1,Bookstores are reluctant to carry too many unknown local authors .
0,What this country needs is a good five-cent cigar .
1,The ambulance contacted the CareFlight trauma team just before 4.30 pm .
1,Anyway Phillip Reeves is one of the best authors I 've ever read . 
0,Insp Andy Street : It was a marvellous efforts by the army personnel to resuscitate them and the ambulance arrived very quickly .
1,"It follows the life of Wazir Khanam , a well born rare beauty ."
1,Dan strummed a beautiful twelve string . 
0,"The girl was charged with attacking the nine-week-old baby in Well Street , Paisley , last Monday ."
0,The pianist sits and dabs at his keyboard .
0,"This may produce a vast array of physical symptoms including numbness or tingling in toes and fingers , tinnitus , headache and severe chest pains ."
1,"The airplane tried to follow them from above as they drove his car through fences , ditched it in the woods and ran ."
0,"When he picked up the guitar , slung it round his neck , and started to tune the strings , there was no more doubt ."
0,"Later her mother was to say , '' It 's beyond belief , you left the baby behind and took the violin ! ''"
0,He never even knew the baby was his .
0,"But it made sense at least to stretch my cramped legs , so I strolled down to the edge of the lake and lit a cigarette ."
0,"Then when he joined the Frank Zappa group he came down with almost every member of the band , and George Duke was at the keyboard ... ''"
0,See the City of Hiroshima homepage for more suggestions .
1,A color coded smart tag could tell consumers whether a carton has turned sour or a can of green beans has spoiled .
0,"Increasing use is being made of guitars , flutes and other instruments , as well as of electric keyboards , for hymns and eucharistic settings ."
1,The affair with Karen continued after the baby . 
0,She remembered nothing more until she woke up in the ambulance .
0,"And this is one of our jobs , to let children see the beauty of their environment ."
0,"The town has many shops and pavement cafes , which as well as serving delicious cold beer , offer sinfully fattening cakes , pastries and ice-creams ."
1,"While in high school , he composed piano , chamber music and orchestral works ."
0,"However , before approximately 10 months , babies do not understand the significance of an adult 's manual pointing ."
0,He wrote the books in 1985 to help people with physical disabilities enjoy electric keyboard music .
0,She stood lighting a cigarette and looking at my mother out of the corners of her eyes .
0,"I thought I heard her say that she 'd packed the gallery , but she was lighting a cigarette and no one took any notice of this remark ."
1,He took a great deal of pleasure to hear twenty- four violins . 
0,At one of the short ends of this rectangular instrument is a keyboard from which the piano is played .
0,Newell opened his account in the ninth minute when he beat left-back Tony Barness on the right before steering the ball over goalkeeper Kevin Hitchcock .
1,"Traditionally , in this country a baby is regarded as a happy and joyful event . "
0,It was followed by his account of the bombing of Hiroshima in 1945 .
0,"Very stupid animals , sheep ."
0,"It ca n't be a coincidence that the strings ' pitches , when plucked behind the bridge , are exactly three octaves higher than their respective open pitches ."
0,Harrison last performed with the Beatles in 1969 on the roof of the Apple Records building in central London .
0,"He was even less happy now , and anyway preferred his garden and a glass of wine to beer and the Victory Arms ."
0,"When she returned to announce , '' The ambulance is on its way ."
1,Change the baby each time he or she wets . 
0,He would tell me about how he and his buddies would all pile into a big old airplane and take off .
0,She had thought it would be pleasant to have some sea air for the baby for the summer .
0,The author of The Cloud of Unknowing had been able to overcome a deep historical prejudice in his enthusiasm for Greek spirituality .
0,"Other resorts are dedicated to the more experienced sailors , with strong winds and unrivalled opportunities to try out a wide range of quality boards and sails ."
0,She came out of Miss Lucchesi 's gate holding her violin case as if it were a weapon .
0,"The monsters were stirring , like babies in the womb , waiting to be reborn ."
0,"Two authors , at least , have been explicit on this subject ."
0,"Triumphantly , I carried him to the car ."
0,The exhibition ends with a series of engravings of dismantled bicycles and broken violins fragments of our civilisation to be discovered by the archaeologists of the future .
0,His voice was muffled by something -- could it be that he was smoking a cigar even whilst disembodied ?
0,"Unless you hit the ball absolutely right , it is n't going to go where you want it to go ."
0,"If the baby looks more at the new patterns , it indicates that he / she can discriminate them from the original ."
0,"I had been forming some plans , which included writing a book on modern philosophy ."
1,A Hiroshima survivor has spoken of the moment he slept through the biggest explosion in human history .
1,"Chief Mike Chitwood said motorcycles and cars need to be extra careful , and he stressed for people to watch their alcohol intake ."
0,"That was why he relied chiefly on Simenon , an author for whom he preserved a high opinion all his life ."
0,"The most popular British cult object , however , has no wheels and would not have moved at all if it was not for British Telecom ."
0,"When he 'd first been taken poorly , Baby had been driven in an ambulance from one hospital to another ."
0,"After lengthy farewells Rachel followed David across the grounds to the Rosemount wing , which turned out to be a new building that had only recently been opened ."
1,Christina is overcome by nerves caused by her imminent baby . 
0,"Isabella d'Este , was not merely an enthusiastic instrument collector and patroness of the arts but also an accomplished singer , lutenist and keyboard player ."
1,They made two blankets one with traditional mountain goat hair and the other with sheep . 
0,The celebrated comedian had a cigar clamped in his mouth .
1,Ambulances are urging the public to use the emergency 999 service more wisely .
1,Meeting planners can also opt to have classical cello or violin playing in the background .
0,"Yoghurt cartons or cheese boxes may be put out as bases for the dough to be moulded onto as arms , legs , etc ."
0,"Its characteristics include adjustable string tension , a system which has been underrated in previous years but which has incalculable benefits to the regular club enthusiast ."
0,"Strum an open G chord and you 'll hear a strange ringing noise , which proves to be the G string vibrating in sympathy behind the nut ."
0,"He slammed the glass down onto the table , and a small quantity of the beer sloshed over the side ."
0,"When he arrived at the rehearsal room on the Friday , Charles found the author in a state of extreme annoyance ."
0,Mark Pollitt and Phil Baxter delivered little Simone Turner in the back of their ambulance .
0,She forgot to bring down milk for the cat .
0,The beer fizzes like acid on the wallpaper .
0,"'' What you need is a couple of babies , '' she observed '' That 'll give you something to think about . ''"
1,"In the morning , Dawn continues annoying Buffy by emptying the milk . "
1,Why do I have pelvic pain since my baby ? 
0,There was the carton of juice tipped over outside the hide and the paper from the biscuits .
0,"It was a cone , similar in shape to the temple , that dwarfed the other buildings in this quarter of the city ."
1,The sax solo is accompanied by a keyboard . 
0,"'' I reckon that if I did n't have that cigarette first thing in the morning , I could last out and resist the rest of the day ."
0,"When he married her , she was a reserved , very plain girl who played the harp in a provincial symphony orchestra ."
1,"A decanter would have been desirable , rather than what looks like a beer . "
0,"The cottage , he told Marshall , had been built the same time as the farm ."
0,Old buses were much better .
0,In 1927 the blue shirt was adopted as the official uniform and in the 1930s a beret and dark trousers or skirt were added .
0,They all laughed and Ralph handed out cigars .
0,Today 's reading is another account by John Hersey of the effects of the bomb on Hiroshima .
0,When will the baby arrive ? 
0,We will establish when and how often the baby checks to see if mother is attending to the pointing gesture .
0,Three cardiac arrest patients had to be flown to hospital by the North Wales police helicopter because ambulances could not get through the floods .
0,Pat is working as a midwife in an intensive care unit for premature babies .
1,Two books maintain that the retirement crisis in the United States stems from a lack of personal finance .
1,Those air ambulances are real heroes . 
0,The tree lands on the ambulance and causes further injuries to the plaintiff .
0,"Pop used to go off some evenings to drive an ambulance , and then Christmas 1942 -- when Rangoon was badly bombed ."
0,"ORIGINAL East Kent area melodic rock band require keyboard player and bass player , commitment essential ."
0,"He was no longer on an airplane filled with smoke , but driving down the street in Beverly Hills breathing fresh air ."
0,"The product of millions of years of progress : the wheel , the combustion engine , the stellar drive ... ''"
1,The fourth song has some of the best keyboard and textures on the album . 
0,"I use heavy gauge strings : 11 , 13 , 18 , 28 , 38 , 48 ."
0,The MTWTV station head passed Mojo the fountain pen .
0,"He has an eye for beauty , I would say ."
0,The use of the triangle and finger cymbals is particularly effective against a backdrop of keyboard music .
0,Your English beer 's a bit strong for me .
0,I 've always loved airplanes .
0,"After the conference I took the train to Hiroshima , swishing through the Japanese countryside at 180mph in a spotlessly clean and comfortable carriage ."
0,"'' Well , I met this really lovely bloke on the bus last week ."
0,The piano was not being played .
0,Guitarist and keyboard player with good image wanted for London funk / metal techno band .
0,"He took them for drives , showing her the extraordinary beauties of Umbria ."
0,Fuel consumption by airplanes and shipping are not included in these figures .
0,"' Breakdown '' is a compound of dreamy keyboard music etched into a dark , Techno backdrop ."
1,They spun and wove their own garments from their undyed sheep . 
0,"There was lots of marvellous playing with sensitive string sound and excellent wind solos , but the whole was too clear an image of Ravel 's subtle settings ."
0,He will need to keep his eye on the ball during an opening match against rookie Peter Ebdon .
0,"I double up , spilling my beer ."
0,William looked around at the stacks of cartons and bundles and felt that he had been wasting his time tidying the stock .
0,The power of the hit dislodged the ball and Gregory gleefully dropped a goal .
1,He was unable to redirect the airplane to the proper radio frequency where he could have been warned about the oncoming helicopter .
1,"His head had been extensively damaged , and he had a beer inserted into his anus . "
0,I carry on rolling the ball .
0,"The most ancient author Josephus could find was the poet Choerilus , a contemporary of Herodotus ."
0,"Glancing down , her toes seemed miles away , disembodied , belonging to someone else ."
0,"The baby is then ready to associate words with objects or people , and later begins to utter the correct word in response ."
0,"Their three elder girls were standing beside her and the baby , and Fantina was darting around them ."
0,"Cupping his hand , he put the things in his hand into the empty carton ."
1,I walked home because I did n't have money for the bus . '
0,"He looked at the cigarette , almost burnt-out between nicotine-stained fingers , and stubbed it on his plate again and again until it was quite crumpled ."
0,"The authors explicitly link crime with progress : '' In fact , one measure of the effective development of a country probably is its rising crime rate . ''"
1,"The man bent down , picked up a beer and cracked it on the ground ."
0,Can you get a bus home ?
0,A daytime shuttle bus operates 6 days a week to the village .
0,It was twenty minutes later when the ambulance arrived .
1,"Lullatone utilized some weird production tricks to get them just right , like recording keyboard through snare drums ."
0,Andalusia is very easy to reach by airplane .
1,In the first month cigarettes will almost certainly make you cough . 
0,"A motorcycle was stolen from Turk Street , Alton on Wednesday night last week ."
0,"Eventually , the third goal arrived , Bogaers made the initial run and Patel showed mature coolness as he slipped the ball beneath the prostrate ` keeper ."
0,"Emma Lee lives in Liverpool and enjoys reading , handicraft and playing the keyboard ."
1,Elvis blew a big puff of cigar . 
0,Was the bus late this morning ?
0,"By the time we reached the car , Canisp had disappeared amidst the storm ."
1,Sadako survived Hiroshima when she was only two years old .
0,"Sure , they 're all coming up on the bus from Mullingar / Limerick / Cork on Friday for the whole weekend . ''"
1,Scientists there were trying to determine whether the offspring of the survivors of Hiroshima had mutations in their DNA .
0,"In the ambulance , I just wanted to know the damage ."
0,The baby was only three weeks old and Jeanne was still very tired .
0,"Take the pen out of your nose dear , thank you !"
0,"The 999 call took a maddening amount of time , but finally the ambulance and the police were on their way ."
1,He circumnavigated the globe by sail .
1,"Turner looks directly at Mrs Booth and tells her : "" You are a profound beauty "" ."
0,"The movement survived as the National Fascists for three years , with a black shirt uniform ."
0,"The guard was talking to Evans as Morgan glared at the screen , then took out a cigar and clamped his teeth on it ."
0,She 's been wearing an inflatable plastic suit that slimmed your body and she 'd ignited it with her cigarette .
0,"Do not ever ship your animals as cargo on an airplane - the rate of animals being killed , lost or injured is horrible ."
1,The club currently has two sails docked at the Newport Yacht Basin .
0,"Taken piece by piece , the face was lovely , almost ethereal , but taken all in all it was far from beauty ."
1,One lane was closed while the ambulance assessed the casualties .
0,"Although cans have been considered here , the principle may be applied to other containers , eg milk cartons , soap powder boxes etc ."
1,He was the first author published by Arkham House . 
1,Increases to buses in Brentwood has angered local passengers . 
0,At home the children all slept together and the new baby with its parents till it came off the breast .
1,"This morning , she poured herself a mug and examined the raw goat milk ."
0,The baby cried all night .
0,"After that , I sit on our front step and wait for the ambulance ."
0,Jones had strapped the device to the van and attached a piece of string to the military detonator pin and a breeze block .
1,Landing zones require stabilization of dust and snow to avoid blinding helicopters . 
0,It was heavier than he expected and he had to remove the milk bottles and some of the tins and make a separate journey with them .
0,"'' Even superheroes are susceptible to beauty , Shelley ! ''"
1,"The family 's dreams became reality in January , just weeks after their new baby . "
1,Nicotine affects the brain within seconds of inhaling a cigarette . 
0,"But Mrs Countley , whose son suffered a broken arm , said the ambulance arrived at the scene at 1.30 pm ."
0,"Better take a cheap all-day ticket , the bus conductor advised , if Nenna really wanted to get from Chelsea to Stoke Newington ."
0,On his last visit he had been given coffee .
1,"A large mug has about 150 milligrams of caffeine , so that 's about two servings a day ."
0,Use your milkman instead of buying cartons of milk .
0,"If we were to be swallowed up , the credibility of our beers as genuine regional products would be destroyed ."
0,Much better than a long piece of string !
0,"She could see nothing except a vivid scarlet blur , the colour of a London bus ."
0,"'' By conservative estimates , 2.5 million people around the world die each year from smoking cigarettes ."
0,She went straight into the living-room and opened the drawer of the sideboard where she knew her father kept a box of cigars .
1,"Anything relaxing helps , whether it 's reading a book , watching ball on TV or gardening . "
1,How much will the bus be to the city centre ? 
0,"A college student reportedly passed the checkpoints with banned items including box cutters , and carried them on six commercial airplanes during seven months of 2003 ."
1,"Xulon Press makes authors available through distribution agreements with Ingram Content Group , and Amazon.com . "
0,'' My complaint is about the time taken for the ambulance to arrive .
0,This year is the 60th anniversary of the dropping of atomic bombs on Hiroshima and Nagasaki .
1,"In 2012 , the Adirondack Center for Writing cited Bloated Toe for "" great job publishing outstanding regional authors . "" "
0,"His pastimes were picture framing , playing his violin -- and befriending the birds outside his flat in Realston Street , New Cross , East London ."
1,Cooper said he ran into trouble near Well 38 when his car went flat .
1,One small girl poured a carton onto the street .
0,"In the event , the Japanese surrender was brought about by the strategic use of atomic weapons at Hiroshima and Nagasaki in August 1945 ."
0,"Many men have tried to make the switch from racing motorcycles to car , but most have failed , despite their impressive records on two wheels ."
1,Clause reached into the vehicle with a jagged beer and shoved it into Martin 's right eye .
0,"These stress trajectories can be thought of , more or less , as strings under tension and they will try to straighten in much the same way ."
0,"How do you write software that controls avionics in an airplane , or software in an automobile ?"
0,These results led the authors to assume that patients were unwilling to complain about noise levels .
0,He may have been the author of a memorandum written between 1289 and 1307 concerning plans for a new crusade .
1,The cyclist sustained multiple injuries which were initially treated in situ by a Ambulance . 
0,Beauty had become an abstraction she was never caught off-guard by it .
0,"I soon discovered , of course , that this discipline was not as simple as it seemed -- as indeed the author tirelessly points out ."
1,"Wayne Findlay was developing very nicely of a seven string sound , and I wanted to incorporate that into the music ."
0,Yet just at that moment -- one occasionally suspects that the mythmakers have been at work on the story -- the lookout sighted sails on the western horizon .
0,Next day Ali returned by bus to Taroudant and we went '' home '' to Mohammed 's .
0,"In fact , such sounds may be picked up in their whiskers , resonating like guitar strings , rather than by their ears ."
0,"He holds his violin low down , the bow fastidiously poised above it ."
0,"I went to the phone , dialled the front desk , and awkwardly explained that an ambulance would be coming ."
1,"Inside the dingy room , the air is thick with cheap cigars . "
0,Thurston Moore of Sonic Youth also plays keyboard on one track .
1,As well as doing both live and studio work Larry also teaches bass and six string . 
0,A man in a blue uniform was walking over towards them .
1,I know breathtaking beauties who pay their boyfriend 's bills .
0,"Halfway through , I started to worry that an airplane would crash into the preview theatre ."
0,The book contains seven chapters written by a collection of authors who are obviously highly experienced .
1,"Dutifully wearing her gray habit at all times , she is a muted beauty ."
0,She was still working in the wool shop by day and driving an ambulance at night .
0,"As he waited for the ambulance , the injured man bravely signed autographs for the children ."
0,"People would ring up and say , '' Can you get Mrs So-and-So , her baby 's crying and I ca n't stop her . ''"
1,"Carolan composed both songs and instrumental harp , reflecting various styles of composition . "
0,"Mr Inglis edited the Spectator from 1959 to 1962 and was the author of many books on parapsychology , the paranormal and alternative medicine ."
0,"The first-half , however , may be best remembered for what happened to a player who hardly touched the ball ."
0,"The play most apt to the period would have been Macbeth , and the ghosts were from Hiroshima ."
1,Her father walked to work because he could n't afford the bus . 
0,A helicopter pilot has to fly to a point 200 kilometres due East .
0,"The man sat beside her and , after asking her permission , lit one of the thin Havana cigars he happened to know where to come by ."
0,"Its author Tom Holt began , if I remember right , by publishing his collected poems at the age of 12 ."
1,I resolved to learn to re- inhale my cigarette through my nose .
0,"Before you blink your eyes again , a Boeing airplane will land somewhere in the world ."
1,Germaine Ingram will present a powerful one- woman dance performance accompanied by live violin .
0,"On the dresser , Dot noticed a framed picture of a man in uniform ."
0,He plays him like a harp .
0,"If I had had the baby , I would never have been able to pick up my career again . "
0,"The soldier , becoming bored with the game , laconically reached out his cigarette end and burst the balloon in my face ."
0,"He was tired after the long drive home , preceded by an even longer , freezing-cold canoe and helicopter journey ."
0,"But although there is an ambulance station within a mile , a vehicle was sent out from Durham City , about 12 miles away ."
1,The carnage caused by Hiroshima and its follow up provide the only argument required against anyone having a nuclear capability at all .
0,We learn that America 's nuclear attack on Hiroshima and its war in Vietnam anguished the sculptor .
0,"Westminster Hospital , say that Andrew , one of their patients , needs to be admitted but they are unable to find transport as no ambulance is available ."
0,Her eyes were clear of tears  she looked from a great height down into the park and saw its order and its beauty so determinedly brought forth .
0,Lord Grubb was trying to concentrate on taking the band off a cigar .
0,"On Sept. 5 vegetable oil and liquid gas were added to the list and on Sept. 9 , the sale of cigars and cigarettes was also rationed ."
0,It was hand woven of sheep 's wool and dyed the same deep indigo colour as her mask .
0,He is justly regarded as the earliest master of the German solo song with keyboard -- Positiv or Klavizimbel -- accompaniment .
0,The boat is rowed slowly round the lough whilst an angler sitting in the stern casts out at right angles .
0,"'' I should have liked to be a nun , except they would n't have let me smoke and I could n't live without cigarettes ."
0,"Seduced by better money , Malc became a bus conductor and the bad times began ."
0,At this point the author would like to clarify a few apparently trivial points .
0,"Public transport : Buses run from both resorts , north to Riva and south down to Verona ."
0,Dr Mathews himself can play both the radio baton and also the old-fashioned violin .
1,I remain quite sure that US readers are more than capable of reading English authors exactly as they were written .
0,She frowned as she began taking mugs from the cupboard .
0,"Completing the line-up on a mandocello , guitar and keyboards is Garry & Oacute'Briain ; -- a much sought-after musician in the traditional sphere ."
0,The professional assessment is that the Mitre ball is heavier when it flies through the air and therefore lends itself to greater accuracy .
1,Piano will accompany dinner .
0,In fact it 's almost worth being dead if you want to travel in an ambulance .
0,Enguli In Uganda a spirit called '' enguli '' is made by the fractional distillation of beer in home-made stills .
0,"His office is a caf by the beach on a tropical island , a cool hill station in the mountains or an airplane at 30,000 feet ."
0,One of Syl 's ways of expressing displeasure was by tightening the purse strings .
0,"He stroked the strings , and before the echo of them died , he said , '' Señorita me quieres ? ''"
0,London Transport has diverted City buses and the 112 bus along the North Circular is also affected .
0,It sounds great with new strings and it records brilliantly : I get the real bassy sound from the amp and use the treble from the desk .
0,The bus made a detour .
1,Empty beers littered the curbs . 
0,"Then in 1986 I moved down to London , played keyboards with a cabaret group and worked on my second book . ''"
0,She had a satchel by her feet and a violin case on her lap .
0,"The government has announced that from January 1992 , cigarette , cigar and pipe tobacco packets will carry two health warnings instead of one ."
0,"You will learn about racket and string technology , stringing techniques and how to adapt the strings to every kind of player ."
0,Bernard do you want a cigarette ?
1,"The morning of June 19 a light breeze fluttered the boats dotting the harbor of Cherbourg , France ."
1,I 'm not sure who 's the more impressive driver : the guy in the car or the two airplanes keeping their wings aligned .
0,"For the shoot , Colin , C and Jhelisa have been joined by the rest of the touring band , keyboard player Robert Graham and drummer Gavin Knight ."
0,No it was a juice carton with a straw in it .
0,He kept the man 's airway clear and blood circulating until the plane landed and an ambulance took him to hospital .
0,"Many companies , including John Lewis and Woolworths , use it for all their cracker cartons ."
1,"Often , the ambulance may be able to treat your child without taking them to hospital . "
0,He also smoked the cigarettes Zborowski provided as part of the contract and managed to get through a bottle of wine .
0,A battery is connected to the anode and cathode via leads A and C respectively .
0,"Racing starts at 6.15 p. m. and there will be a cabaret with Acker Bilk and his Paramount Jazz Band , plus a barbecue with beer and wine ."
0,"The two boys got on remarkably well , playing violin duets , and engaging in friendly contests of virtuosity ."
1,"This is an embodiment of the empress , who was a beauty ."
1,"He leant back in his chair , blowing a plume of cigar into the cloud hovering at head height in his living room ."
0,"It transpired that Hush Puppies were cornmeal fritters , seasoned with eggs and beer , and very tasty ."
0,"In about 1774 he was free to move to London , where he attracted favourable notice by the publication of three keyboard sonatas , Op ."
0,I turned the boat into the first drift and bent down to pick up the rods .
0,The views expressed in this paper are those of the authors and not necessarily those of the Social Science Research Council or its North Sea Oil Panel .
1,He slid his phone across the floor so I could talk to the ambulance outside in safety . 
0,"She felt she could not give up totally , but settled for three or four slim cigars a day instead of ten to fifteen cigarettes ."
0,The man who had planted it would want time to get clear before an explosion occurred greater than the blasts which had flattened Hiroshima and Nagasaki .
1,It can be used as blanket or floor cover when changing the baby .
0,Sharon Hill died when the bus she was travelling in was ambushed by Islamic fundamentalists .
0,Even fairly inexpensive keyboards make pleasing sounds .
0,"On 6 August 1945 , the first atomic bomb was dropped by the Americans on the town of Hiroshima in Japan ."
0,The ash fell from his cigarette on to the table-cloth .
0,I REFER to the comments made by an anonymous smoker who mistakenly tried to justify smokers as paying more tax indirectly due to higher Government levy on cigarettes .
1,"Controlled containers are those that could be used as a missile , e.g. a beer . "
0,"In the last 24 hours alone , Boeing airplanes landed about 20,000 times ."
0,The better you get at tennis the more you will need good strings and good service .
0,She lit a cigarette and asked what I had thought of Marie Claire .
0,There were small ginger hairs on his chin and his groping mouth stank of beer .
0,"It was the cause of her sore toes and blistered heel and empty , aching stomach ."
